Seção;Divisão;Grupo;Classe;Denominação
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado;17320;Fabricação de embalagens de cartolina e papel-cartão
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Fabricação de produtos de material plástico;22226;Fabricação de embalagens de material plástico
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado;17311;Fabricação de embalagens de papel
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Fabricação de vidro e de produtos do vidro;23125;Fabricação de embalagens de vidro
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de produtos de metal não especificados anteriormente;25918;Fabricação de embalagens metálicas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de produtos de metal não especificados anteriormente;2591;Fabricação de embalagens metálicas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de produtos de metal não especificados anteriormente;2591;Fabricação de embalagens metálicas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de equipamento bélico pesado, armas de fogo e munições;25501;Fabricação de equipamento bélico pesado, armas de fogo e munições
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Fabricação de equipamentos de informática e periféricos;26213;Fabricação de equipamentos de informática
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de motores, bombas, compressores e equipamentos de transmissão;28151;Fabricação de equipamentos de transmissão para fins industriais
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de equipamentos de transporte não especificados anteriormente;30997;Fabricação de equipamentos de transporte não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de produtos diversos;32922;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;27902;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;26701;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de motores, bombas, compressores e equipamentos de transmissão;28127;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária;28321;Fabricação de equipamentos para irrigação agrícola
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Fabricação de equipamentos de comunicação;26311;Fabricação de equipamentos transmissores de comunicação
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de produtos diversos;32914;Fabricação de escovas, pincéis e vassouras
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Fabricação de outros produtos alimentícios;10953;Fabricação de especiarias, molhos, temperos e condimentos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de estruturas metálicas e obras de caldeiraria pesada;25128;Fabricação de esquadrias de metal
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE MADEIRA;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16226;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção"
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de estruturas metálicas e obras de caldeiraria pesada;25110;Fabricação de estruturas metálicas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de produtos e preparados químicos diversos;20924;Fabricação de explosivos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10635;Fabricação de farinha de mandioca e derivados
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Moagem, fabricação de produtos amiláceos e de alimentos para animais;10643;Fabricação de farinha de milho e derivados, exceto óleos de milho
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de artigos de cutelaria, de serralheria e ferramentas;25438;Fabricação de ferramentas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de fibras artificiais e sintéticas;20401;Fabricação de fibras artificiais e sintéticas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Fabricação de equipamentos para distribuição e controle de energia elétrica;27333;Fabricação de fios, cabos e condutores elétricos isolados
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Fabricação de eletrodomésticos;27511;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de produtos químicos inorgânicos;20142;Fabricação de gases industriais
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Fabricação de geradores, transformadores e motores elétricos;27104;Fabricação de geradores, transformadores e motores elétricos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de tintas, vernizes, esmaltes, lacas e produtos afins;20738;Fabricação de impermeabilizantes, solventes e produtos afins
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;32507;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de instrumentos musicais;32205;Fabricação de instrumentos musicais
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de produtos químicos inorgânicos;20126;Fabricação de intermediários para fertilizantes
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de produtos químicos orgânicos;20223;Fabricação de intermediários para plastificantes, resinas e fibras
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Fabricação de produtos de material plástico;22218;Fabricação de laminados planos e tubulares de material plástico
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Fabricação de lâmpadas e outros equipamentos de iluminação;27406;Fabricação de lâmpadas e outros equipamentos de iluminação
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Laticínios;10520;Fabricação de laticínios
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Preparação e fiação de fibras têxteis;13146;Fabricação de linhas para costurar e bordar
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de veículos ferroviários;30318;Fabricação de locomotivas, vagões e outros materiais rodantes
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE MADEIRA;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16218;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE BEBIDAS;Fabricação de bebidas alcoólicas;11135;Fabricação de malte, cervejas e chopes
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso geral;28232;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso geral;28291;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária;28330;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso industrial específico;28666;Fabricação de máquinas e equipamentos para a indústria do plástico
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso industrial específico;28631;Fabricação de máquinas e equipamentos para a indústria têxtil
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso na extração mineral e na construção;28518;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso industrial específico;28623;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso industrial específico;28658;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso industrial específico;28640;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso geral;28259;Fabricação de máquinas e equipamentos para saneamento básico e ambiental
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso na extração mineral e na construção;28542;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso industrial específico;28691;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso industrial específico;28615;Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso geral;28224;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas-ferramenta;28402;Fabricação de máquinas-ferramenta
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Fabricação de óleos e gorduras vegetais e animais;10431;Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Fabricação de outros produtos alimentícios;10945;Fabricação de massas alimentícias
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;29450;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Fabricação de equipamentos para distribuição e controle de energia elétrica;27325;Fabricação de material elétrico para instalações em circuito de consumo
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;Fabricação de produtos farmacêuticos;21211;Fabricação de medicamentos para uso humano
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;Fabricação de produtos farmacêuticos;21220;Fabricação de medicamentos para uso veterinário
INDÚSTRIAS DE TRANSFORMAÇÃO;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;Fabricação de artigos de malharia e tricotagem;14215;Fabricação de meias
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Fabricação de mídias virgens, magnéticas e ópticas;26809;Fabricação de mídias virgens, magnéticas e ópticas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de equipamentos de transporte não especificados anteriormente;30911;Fabricação de motocicletas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de motores, bombas, compressores e equipamentos de transmissão;28119;Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÓVEIS;Fabricação de móveis;31012;Fabricação de móveis com predominância de madeira
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÓVEIS;Fabricação de móveis;31021;Fabricação de móveis com predominância de metal
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÓVEIS;Fabricação de móveis;31039;Fabricação de móveis de outros materiais, exceto madeira e metal
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de estruturas metálicas e obras de caldeiraria pesada;25136;Fabricação de obras de caldeiraria pesada
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Fabricação de óleos e gorduras vegetais e animais;10414;Fabricação de óleos vegetais em bruto, exceto óleo de milho
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Fabricação de óleos e gorduras vegetais e animais;10422;Fabricação de óleos vegetais refinados, exceto óleo de milho
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;Fabricação de máquinas e equipamentos de uso na extração mineral e na construção;28526;Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Fabricação de artefatos têxteis, exceto vestuário;13596;Fabricação de outros produtos têxteis não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Fabricação de papel, cartolina e papel-cartão;17214;Fabricação de papel
INDÚSTRIAS DE TRANSFORMAÇÃO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;Fabricação de partes para calçados, de qualquer material;15408;Fabricação de partes para calçados, de qualquer material
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;29441;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;29433;Fabricação de peças e acessórios para o sistema de freios de veículos automotores
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;29417;Fabricação de peças e acessórios para o sistema motor de veículos automotores
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;29425;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS;Fabricação de peças e acessórios para veículos automotores;29492;Fabricação de peças e acessórios para veículos automotores não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;Fabricação de veículos ferroviários;30326;Fabricação de peças e acessórios para veículos ferroviários
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;Fabricação de equipamentos de informática e periféricos;26221;Fabricação de periféricos para equipamentos de informática
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;Fabricação de pilhas, baterias e acumuladores elétricos;27210;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;Fabricação de produtos de borracha;22111;Fabricação de pneumáticos e de câmaras-de-ar
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;Fabricação de produtos farmacêuticos;21238;Fabricação de preparações farmacêuticas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Torrefação e moagem de café;10821;Fabricação de produtos à base de café
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Fabricação de outros produtos alimentícios;10996;Fabricação de produtos alimentícios não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Fabricação de produtos cerâmicos;23494;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Fabricação de produtos cerâmicos;23427;Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Fabricação de produtos cerâmicos;23419;Fabricação de produtos cerâmicos refratários
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Abate e fabricação de produtos de carne;10139;Fabricação de produtos de carne
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal;20622;Fabricação de produtos de limpeza e polimento
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de produtos de metal não especificados anteriormente;25993;Fabricação de produtos de metal não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos;23991;Fabricação de produtos de minerais não-metálicos não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Fabricação de outros produtos alimentícios;10911;Fabricação de produtos de panificação
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17427;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17419;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17494;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de produtos de metal não especificados anteriormente;25926;Fabricação de produtos de trefilados de metal
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Fabricação de outros produtos alimentícios;10937;Fabricação de produtos derivados do cacau, de chocolates e confeitos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;Fabricação de produtos derivados do petróleo;19225;Fabricação de produtos derivados do petróleo, exceto produtos do refino
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DIVERSOS;Fabricação de produtos diversos;32990;Fabricação de produtos diversos não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DO FUMO;Fabricação de produtos do fumo;12204;Fabricação de produtos do fumo
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE COQUE, DE PRODUTOS DERIVADOS DO PETRÓLEO E DE BIOCOMBUSTÍVEIS;Fabricação de produtos derivados do petróleo;19217;Fabricação de produtos do refino de petróleo
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;Fabricação de produtos farmoquímicos;21106;Fabricação de produtos farmoquímicos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de produtos químicos orgânicos;20215;Fabricação de produtos petroquímicos básicos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de produtos químicos inorgânicos;20193;Fabricação de produtos químicos inorgânicos não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de produtos e preparados químicos diversos;20991;Fabricação de produtos químicos não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de produtos químicos orgânicos;20291;Fabricação de produtos químicos orgânicos não especificados anteriormente
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE BEBIDAS;Fabricação de bebidas não-alcoólicas;11224;Fabricação de refrigerantes e de outras bebidas não-alcoólicas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de resinas e elastômeros;20321;Fabricação de resinas termofixas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de resinas e elastômeros;20312;Fabricação de resinas termoplásticas
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS QUÍMICOS;Fabricação de sabões, detergentes, produtos de limpeza, cosméticos, produtos de perfumaria e de higiene pessoal;20614;Fabricação de sabões e detergentes sintéticos
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Laticínios;10538;Fabricação de sorvetes e outros gelados comestíveis
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS;Fabricação de conservas de frutas, legumes e outros vegetais;10333;Fabricação de sucos de frutas, hortaliças e legumes
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;Fabricação de tanques, reservatórios metálicos e caldeiras;25217;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Fabricação de tecidos de malha;13308;Fabricação de tecidos de malha
INDÚSTRIAS DE TRANSFORMAÇÃO;FABRICAÇÃO DE PRODUTOS TÊXTEIS;Fabricação de artefatos têxteis, exceto vestuário;13545;Fabricação de tecidos especiais, inclusive artefatos
INDÚSTRIAS DE TRANSFORMAÇÃO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;Fabricação de calçados;15327;Fabricação de tênis de qualquer material
